image_name,mode,expected_object,predicted_object,object_match,expected_position,predicted_position,position_match,expected_distance,predicted_distance,distance_match,expected_obstacle,predicted_distance_for_obstacle,obstacle_match,quality,final_description
indoor_026.webp,depth_only,rak sepatu,,False,kanan,,True,sedang,dekat,False,no,dekat,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_026.webp,gemma_depth,rak sepatu,Koper besar berwarna gelap,False,kanan,kanan,True,sedang,dekat,False,no,dekat,False,2.0,"Terlihat Koper besar berwarna gelap di area kanan. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_027.webp,gemma_only,kipas angin,Kipas angin berdiri,True,kanan,kanan,True,sedang,,,no,,,5.0,"Sebuah kipas angin berdiri terlihat di sisi kanan ruangan. Di area depan kiri, terdapat tumpukan tas dan kotak yang diletakkan di atas meja kayu."
indoor_027.webp,depth_only,kipas angin,,False,kanan,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_027.webp,gemma_depth,kipas angin,Kipas angin berdiri,True,kanan,kanan,True,sedang,sedang,True,no,sedang,True,5.0,"Terlihat Kipas angin berdiri di area kanan. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_028.webp,gemma_only,meja komputer,Monitor Komputer Utama,False,tengah,tengah,True,dekat,,,yes,,,3.333,"Meja kerja ini menampilkan setup komputer dengan dua monitor dan keyboard yang diletakkan di tengah. Di sebelah kiri terlihat headset atau mikrofon, sementara area depan tampak rapi."
indoor_028.webp,depth_only,meja komputer,,False,tengah,,False,dekat,dekat,True,yes,dekat,True,3.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_028.webp,gemma_depth,meja komputer,Setup Komputer/Meja Kerja,False,tengah,tengah,True,dekat,dekat,True,yes,dekat,True,4.0,"Terlihat Setup Komputer/Meja Kerja di area tengah. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_029.webp,gemma_only,kursi,Kursi kantor,True,tengah,tengah,True,sangat_dekat,,,yes,,,5.0,Sebuah kursi kantor dengan sandaran jaring terlihat di tengah ruangan. Di latar belakang terdapat lemari penyimpanan berwarna biru dan sofa bermotif.
indoor_029.webp,depth_only,kursi,,False,tengah,,True,sangat_dekat,dekat,False,yes,dekat,True,3.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_029.webp,gemma_depth,kursi,Kursi kantor,True,tengah,tengah,True,sangat_dekat,dekat,False,yes,dekat,True,4.0,"Terlihat Kursi kantor di area tengah. Berdasarkan estimasi kedalaman relatif, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_030.webp,gemma_only,pintu,Pintu kayu cokelat,True,kiri,tengah,True,dekat,,,yes,,,5.0,"Sebuah pintu kayu berpanel vertikal mendominasi pandangan ruangan. Di sisi kiri, tampak beberapa kabel tergeletak di dekat dinding."
indoor_030.webp,depth_only,pintu,,False,kiri,,False,dekat,dekat,True,yes,dekat,True,3.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_030.webp,gemma_depth,pintu,Pintu kayu cokelat,True,kiri,tengah,False,dekat,dekat,True,yes,dekat,True,4.0,"Terlihat Pintu kayu cokelat di area tengah. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
