image_name,mode,expected_object,predicted_object,object_match,expected_position,predicted_position,position_match,expected_distance,predicted_distance,distance_match,expected_obstacle,predicted_distance_for_obstacle,obstacle_match,quality,final_description
indoor_024.webp,gemma_only,pintu,Pintu kayu cokelat besar,True,kiri,kiri,True,dekat,,,yes,,,5.0,"Terlihat ruangan dengan lantai keramik dan pintu kayu besar di sisi kiri. Di area kanan bawah, terdapat tumpukan barang dan peralatan yang kemungkinan menjadi hambatan."
indoor_024.webp,depth_only,pintu,,False,kiri,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_024.webp,gemma_depth,pintu,Pintu kayu cokelat besar,True,kiri,kiri,True,dekat,sedang,False,yes,sedang,False,3.0,"Ruangan ini memiliki dinding putih dan lantai keramik yang bersih. Pintu kayu cokelat besar tampak mendominasi sisi kiri, sementara beberapa barang tersimpan di area depan kanan. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_025.webp,gemma_only,kursi,Meja komputer,True,kanan,kiri,True,dekat,,,yes,,,5.0,"Terlihat sebuah meja kerja dengan monitor dan keyboard yang diletakkan di area kiri. Di sisi kanan, terdapat kursi kantor besar yang kemungkinan menjadi hambatan pergerakan."
indoor_025.webp,depth_only,kursi,,False,kanan,,True,dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_025.webp,gemma_depth,kursi,Komputer dan meja kerja,True,kanan,kiri,True,dekat,sedang,False,yes,sedang,False,3.0,"Terlihat sebuah meja kerja hitam dengan peralatan komputer di area kiri. Di sisi kanan, terdapat kursi/stool berwarna putih yang kemungkinan menjadi hambatan pergerakan. Berdasarkan estimasi kedalaman, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_026.webp,gemma_only,rak sepatu,Koper besar berwarna gelap,False,kanan,kanan,True,sedang,,,no,,,3.333,"Terlihat sebuah koper besar diletakkan di lantai keramik. Di sampingnya, terdapat tumpukan sepatu dan pakaian yang kemungkinan menjadi hambatan pergerakan."
indoor_026.webp,depth_only,rak sepatu,,False,kanan,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_026.webp,gemma_depth,rak sepatu,Koper besar berwarna gelap,False,kanan,kanan,True,sedang,sedang,True,no,sedang,True,4.0,"Sebuah koper besar diletakkan menempel pada dinding, dengan tumpukan berbagai sepatu dan kain terlihat di sampingnya. Penataan barang ini kemungkinan dapat menjadi hambatan jika area tersebut digunakan untuk lalu lintas. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_027.webp,gemma_only,kipas angin,Kipas angin berdiri,True,kanan,kanan,True,sedang,,,no,,,5.0,"Sebuah kipas angin berdiri terlihat di sisi kanan ruangan. Di area depan kiri, terdapat tumpukan tas dan kotak yang diletakkan di atas meja kayu."
indoor_027.webp,depth_only,kipas angin,,False,kanan,,True,sedang,sedang,True,no,sedang,True,4.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_027.webp,gemma_depth,kipas angin,Kipas angin berdiri,True,kanan,kanan,True,sedang,sedang,True,no,sedang,True,5.0,"Sebuah kipas angin berdiri terlihat menempati sisi kanan ruangan. Di area depan kiri, terdapat meja kayu yang tampak berisi beberapa tas dan kotak kardus. Berdasarkan estimasi kedalaman, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_028.webp,gemma_only,meja komputer,Monitor Komputer Utama,False,tengah,tengah,True,dekat,,,yes,,,3.333,"Meja kerja ini menampilkan setup komputer dengan dua monitor dan keyboard yang diletakkan di tengah. Di sebelah kiri terlihat headset atau mikrofon, sementara area depan tampak rapi."
indoor_028.webp,depth_only,meja komputer,,False,tengah,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_028.webp,gemma_depth,meja komputer,Setup Komputer/Meja Kerja,False,tengah,tengah,True,dekat,sedang,False,yes,sedang,False,2.0,"Terlihat sebuah setup komputer yang terdiri dari dua layar monitor dan berbagai periferal diletakkan di atas meja. Area ini tampak berfungsi sebagai ruang kerja pribadi. Berdasarkan estimasi kedalaman, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_029.webp,gemma_only,kursi,Kursi kantor,True,tengah,tengah,True,sangat_dekat,,,yes,,,5.0,Sebuah kursi kantor dengan sandaran jaring terlihat di tengah ruangan. Di latar belakang terdapat lemari penyimpanan berwarna biru dan sofa bermotif.
indoor_029.webp,depth_only,kursi,,False,tengah,,True,sangat_dekat,sedang,False,yes,sedang,False,2.0,"Berdasarkan estimasi kedalaman relatif, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_029.webp,gemma_depth,kursi,Kursi kantor,True,tengah,tengah,True,sangat_dekat,sedang,False,yes,sedang,False,3.0,"Gambar ini menampilkan kursi kantor yang diletakkan di ruangan indoor. Di latar belakang terlihat lemari penyimpanan berwarna biru serta karpet bermotif di area lantai. Berdasarkan estimasi kedalaman, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_030.webp,gemma_only,pintu,Pintu kayu cokelat,True,kiri,tengah,True,dekat,,,yes,,,5.0,"Sebuah pintu kayu berpanel vertikal mendominasi pandangan ruangan. Di sisi kiri, tampak beberapa kabel tergeletak di dekat dinding."
indoor_030.webp,depth_only,pintu,,False,kiri,,False,dekat,sedang,False,yes,sedang,False,1.0,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_030.webp,gemma_depth,pintu,Pintu kayu cokelat,True,kiri,tengah,False,dekat,sedang,False,yes,sedang,False,2.0,"Terdapat sebuah pintu kayu berwarna cokelat yang terlihat kokoh dan berada di tengah ruangan. Pintu ini tampak mengarah ke area lorong atau kamar lain. Berdasarkan estimasi kedalaman, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, meskipun masih berada pada kategori jarak sedang. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
