image_name,source_subset,mode,gt_object,pred_object,object_match,gt_position,pred_position,position_match,gt_distance,pred_distance,distance_match,gt_obstacle,obstacle_match,failure_cause,ambiguity_note,latency_ms,final_description
indoor_002.webp,original_30,gemma_only,kipas angin,Peralatan dan lemari penyimpanan,False,kanan,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,12189,Gambar menunjukkan interior ruangan dengan lantai keramik. Terdapat lemari penyimpanan berwarna hijau besar dan berbagai peralatan serta kabel yang tersebar di lantai.
indoor_002.webp,original_30,depth_only,kipas angin,,False,kanan,,True,dekat,sedang,False,yes,False,kesalahan_depth,,1680,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_002.webp,original_30,gemma_depth,kipas angin,Peralatan dan Lemari Penyimpanan,False,kanan,tengah,True,dekat,sedang,False,yes,False,kesalahan_model_objek+kesalahan_depth,,13041,"Gambar menunjukkan lingkungan indoor yang berisi berbagai peralatan dan lemari penyimpanan. Peralatan seperti tripod dan kabel terlihat tersebar di lantai ruangan. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_002.webp,original_30,gemma_depth_prompted,kipas angin,ruangan,False,kanan,tengah,True,dekat,sedang,False,yes,False,kesalahan_model_objek+kesalahan_depth,,13908,"Tampak sebuah ruangan indoor dengan lemari berwarna hijau sebagai objek utama di tengah. Area depan terlihat relatif lapang, sementara area paling dekat (bawah-kanan) berada pada kategori sedang kedekatannya. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_003.webp,original_30,gemma_only,meja kerja,Meja kerja,True,tengah,tengah,True,dekat,,,yes,,berhasil,,9162,Gambar menunjukkan pengaturan meja kerja indoor dengan kursi kantor dan beberapa perangkat elektronik. Terdapat banyak kabel yang terlihat berserakan di atas meja.
indoor_003.webp,original_30,depth_only,meja kerja,,False,tengah,,False,dekat,dekat,True,yes,True,keterbatasan_depth_only_posisi_grid,,1686,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_003.webp,original_30,gemma_depth,meja kerja,Meja kerja,True,tengah,tengah,True,dekat,dekat,True,yes,True,berhasil,,10509,"Gambar menunjukkan pengaturan meja kerja indoor dengan beberapa monitor, laptop, dan kursi kantor. Terdapat kabel yang terlihat berserakan di atas permukaan meja. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_003.webp,original_30,gemma_depth_prompted,meja kerja,Meja kerja,True,tengah,tengah,True,dekat,dekat,True,yes,True,berhasil,,14200,Tampak sebuah meja kerja dengan beberapa perangkat komputer dan kursi di atasnya. Area terdekat di bagian bawah-kiri tampak berpotensi menjadi halangan visual. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang.
indoor_004.webp,original_30,gemma_only,tumpukan barang,Area penyimpanan dan pintu,False,kanan,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,10506,"Gambar menunjukkan area dalam ruangan dengan pintu kayu dan dinding berwarna kuning. Beberapa pakaian tergantung di dekat pintu, dan terdapat beberapa tas serta kotak yang tersusun di lantai."
indoor_004.webp,original_30,depth_only,tumpukan barang,,False,kanan,,True,dekat,dekat,True,yes,True,berhasil,,1669,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_004.webp,original_30,gemma_depth,tumpukan barang,Pintu dan tumpukan barang,True,kanan,tengah,True,dekat,dekat,True,yes,True,berhasil,,11042,"Gambar menunjukkan area dalam ruangan dengan pintu kayu sebagai fokus utama. Di depan pintu terdapat pakaian yang digantung dan beberapa tas atau koper tergeletak di lantai. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_004.webp,original_30,gemma_depth_prompted,tumpukan barang,pintu dan barang,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,12908,Area indoor ini menampilkan pintu kayu dan berbagai barang yang tersusun di lantai serta dinding. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan secara relatif. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang.
indoor_005.webp,original_30,gemma_only,kulkas,Lorong dan Lemari Penyimpanan,False,kanan,tengah,True,sedang,,,no,,kesalahan_model_objek,,12034,Gambar menunjukkan lorong indoor yang sempit dengan lantai berubin. Terdapat sebuah lemari penyimpanan panjang di sisi kanan lorong yang berisi beberapa botol dan barang lainnya.
indoor_005.webp,original_30,depth_only,kulkas,,False,kanan,,True,sedang,dekat,False,no,False,kesalahan_depth,,1808,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_005.webp,original_30,gemma_depth,kulkas,koridor,False,kanan,tengah,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,11847,"Gambar menunjukkan pemandangan koridor indoor yang panjang dengan lantai berubin. Terdapat lemari penyimpanan gelap di bagian tengah dan beberapa botol serta barang lain terlihat di sepanjang dinding bawah. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_005.webp,original_30,gemma_depth_prompted,kulkas,koridor,False,kanan,tengah,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,14715,"Tampak sebuah koridor indoor dengan lantai berubin yang memanjang. Area tengah terlihat relatif terbuka, namun terdapat potensi halangan visual di area depan yang perlu diperhatikan. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_006.webp,original_30,gemma_only,galon air,Area Dapur,False,kiri,tengah,False,sangat_dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,11304,"Gambar menunjukkan area dapur indoor dengan lantai keramik dan dinding berubin. Terdapat kompor, beberapa wadah, dan botol air di latar depan."
indoor_006.webp,original_30,depth_only,galon air,,False,kiri,,True,sangat_dekat,dekat,False,yes,True,kesalahan_depth,,1615,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_006.webp,original_30,gemma_depth,galon air,area dapur,False,kiri,tengah,True,sangat_dekat,dekat,False,yes,True,kesalahan_model_objek+kesalahan_depth,,11815,"Gambar menunjukkan area dapur indoor dengan kompor dan berbagai wadah yang diletakkan di atas meja dan lantai. Terdapat botol air besar dan beberapa peralatan masak terlihat jelas. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_006.webp,original_30,gemma_depth_prompted,galon air,area dapur,False,kiri,tengah,True,sangat_dekat,dekat,False,yes,True,kesalahan_model_objek+kesalahan_depth,,14110,Area ini menampilkan setup dapur indoor dengan kompor dan berbagai wadah yang diletakkan di atas meja. Area terdekat di bawah kiri perlu diperhatikan karena statusnya menunjukkan potensi halangan visual. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang.
indoor_007.webp,original_30,gemma_only,kantong belanja,ruangan,False,kanan,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,10734,"Gambar menunjukkan sudut ruangan indoor dengan dinding dan lantai berubin. Terdapat pintu terbuka yang mengarah ke area lain, serta beberapa kotak kardus dan alat pembersih di latar depan."
indoor_007.webp,original_30,depth_only,kantong belanja,,False,kanan,,True,dekat,dekat,True,yes,True,berhasil,,1674,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_007.webp,original_30,gemma_depth,kantong belanja,Area ruangan dengan lantai berubin,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,13064,"Gambar menunjukkan interior ruangan dengan dinding berubin dan lantai berpola. Terdapat area wastafel di sisi kiri dan pintu yang mengarah ke lorong atau ruangan lain. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_007.webp,original_30,gemma_depth_prompted,kantong belanja,area kamar,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,14527,Area indoor ini menampilkan sudut ruangan dengan wastafel di sisi kiri dan pintu kayu di sisi kanan. Area terdekat di bawah-kanan menunjukkan potensi halangan visual yang perlu diperhatikan di depan pintu. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang.
indoor_008.webp,original_30,gemma_only,ember,Area kamar mandi/ruangan,False,kiri,tengah,False,dekat,,,yes,,scene_atau_anotasi_ambigu,small bathroom; safer direction intrinsically unclear,11572,Gambar menunjukkan interior ruangan dengan lantai dan dinding berubin. Terdapat dua tempat sampah besar di lantai dan rak kecil di dinding.
indoor_008.webp,original_30,depth_only,ember,,False,kiri,,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,small bathroom; safer direction intrinsically unclear,1581,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_008.webp,original_30,gemma_depth,ember,sudut ruangan,False,kiri,tengah,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,small bathroom; safer direction intrinsically unclear,13063,"Gambar menunjukkan sudut ruangan dengan dinding dan lantai berubin. Terdapat beberapa tempat sampah plastik di lantai dekat dinding. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_008.webp,original_30,gemma_depth_prompted,ember,tempat sampah,False,kiri,bawah,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,small bathroom; safer direction intrinsically unclear,14830,"Tampak dua bak plastik besar berada di lantai ruangan, dengan area terdekat berada di tengah-kanan. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_009.webp,original_30,gemma_only,ember,Area kamar mandi,False,kiri,tengah,False,dekat,,,yes,,scene_atau_anotasi_ambigu,small bathroom; two containers split left/right,10067,Gambar menunjukkan interior kamar mandi dengan dinding dan lantai berubin. Terdapat bak mandi dan beberapa wadah penyimpanan di area tersebut.
indoor_009.webp,original_30,depth_only,ember,,False,kiri,,False,dekat,jauh,False,yes,False,scene_atau_anotasi_ambigu,small bathroom; two containers split left/right,1927,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area tengah tampak relatif lebih lapang."
indoor_009.webp,original_30,gemma_depth,ember,Area kamar mandi,False,kiri,tengah,False,dekat,jauh,False,yes,False,scene_atau_anotasi_ambigu,small bathroom; two containers split left/right,10585,"Gambar menunjukkan interior area kamar mandi dengan dinding berubin dan lantai keramik. Terdapat beberapa bak plastik besar di lantai dan rak penyimpanan di dinding. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area tengah tampak relatif lebih lapang."
indoor_009.webp,original_30,gemma_depth_prompted,ember,wadah plastik,False,kiri,bawah,False,dekat,jauh,False,yes,False,scene_atau_anotasi_ambigu,small bathroom; two containers split left/right,14742,"Area dalam ruangan ini menampilkan lantai berubin dan dinding berpanel, dengan beberapa wadah plastik diletakkan di lantai. Area tengah tampak relatif lapang dan terbuka. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area tengah tampak relatif lebih lapang."
indoor_010.webp,original_30,gemma_only,wastafel,wastafel dan area kamar mandi,True,tengah,tengah,True,dekat,,,yes,,berhasil,"sink/counter close-up, not pure walking path",10318,Gambar menunjukkan area wastafel di dalam ruangan dengan ubin dinding berpola kotak-kotak. Di atas wastafel terdapat beberapa wadah logam dan rak penyimpanan.
indoor_010.webp,original_30,depth_only,wastafel,,False,tengah,,False,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,"sink/counter close-up, not pure walking path",1646,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_010.webp,original_30,gemma_depth,wastafel,Area wastafel dan dinding kamar mandi,True,tengah,tengah,True,dekat,dekat,True,yes,True,berhasil,"sink/counter close-up, not pure walking path",11801,"Gambar menunjukkan area wastafel di dalam ruangan dengan ubin berpola. Beberapa wadah logam dan handuk tergantung di dinding di atas bak cuci. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_010.webp,original_30,gemma_depth_prompted,wastafel,wastafel dan area wastafel,True,tengah,tengah,True,dekat,dekat,True,yes,True,berhasil,"sink/counter close-up, not pure walking path",14499,"Area ini menampilkan wastafel dapur atau kamar mandi dengan ubin berpola kotak-kotak. Area terdekat di bawah kanan menunjukkan beberapa mangkuk logam tergantung di dinding, sementara area kiri tampak relatif terbuka. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_011.webp,original_30,gemma_only,galon air,Area ruangan,False,kanan,tengah,True,dekat,,,yes,,kesalahan_model_objek,,10687,Gambar menunjukkan area interior ruangan dengan lantai ubin putih dan dinding berwarna terang. Beberapa botol air dan peralatan masak terlihat di sisi kanan ruangan.
indoor_011.webp,original_30,depth_only,galon air,,False,kanan,,False,dekat,dekat,True,yes,True,keterbatasan_depth_only_posisi_grid,,1628,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_011.webp,original_30,gemma_depth,galon air,Area dapur/interior,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,12623,"Gambar menunjukkan area interior dengan lantai keramik putih dan dinding berwarna terang. Di sisi kanan terdapat meja atau kabinet tempat beberapa botol air minum dan peralatan masak terlihat. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_011.webp,original_30,gemma_depth_prompted,galon air,area ruangan,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,14841,"Area interior terlihat dengan lantai keramik dan dinding, di mana area bawah-kiri adalah region terdekat yang berpotensi menjadi halangan visual. Terdapat beberapa botol air dan peralatan masak yang diletakkan di sepanjang permukaan meja di sisi kanan. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_012.webp,original_30,gemma_only,magic com,koridor,False,kiri,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,11218,Gambar menunjukkan interior koridor atau ruangan dengan lantai keramik berwarna terang. Di latar depan terdapat beberapa peralatan rumah tangga dan lemari kayu yang membentang di sepanjang dinding.
indoor_012.webp,original_30,depth_only,magic com,,False,kiri,,True,dekat,dekat,True,yes,True,berhasil,,1577,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_012.webp,original_30,gemma_depth,magic com,koridor,False,kiri,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,11414,"Gambar menunjukkan sebuah koridor indoor yang panjang dengan lantai keramik putih. Di sisi kiri terdapat lemari dan pintu kayu, sementara di bagian bawah terlihat sebuah alat masak diletakkan di atas kursi. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_012.webp,original_30,gemma_depth_prompted,magic com,Perabotan dan lorong,False,kiri,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,14897,"Tampak sebuah meja dan teko di latar depan ruangan dalam ruangan ini, mengarah ke lorong dengan pintu kayu di tengah. Area depan pintu berpotensi menjadi halangan visual yang perlu diperhatikan. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_013.webp,original_30,gemma_only,pintu,Pintu dan Lantai,True,tengah,tengah|kanan,True,jauh,,,no,,berhasil,,11330,Gambar menunjukkan interior ruangan dengan lantai keramik putih dan dua pintu kayu berwarna cokelat. Terdapat tirai di sisi kiri dan kanan serta karpet kecil di area depan.
indoor_013.webp,original_30,depth_only,pintu,,False,tengah,,False,jauh,jauh,True,no,True,keterbatasan_depth_only_posisi_grid,,1542,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kiri tampak relatif lebih lapang."
indoor_013.webp,original_30,gemma_depth,pintu,Pintu dan Lantai,True,tengah,tengah,True,jauh,jauh,True,no,True,berhasil,,12259,"Gambar menunjukkan interior ruangan dengan lantai keramik putih dan pintu kayu cokelat sebagai objek utama. Terdapat tirai hijau di sisi kiri dan karpet kecil di lantai. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kiri tampak relatif lebih lapang."
indoor_013.webp,original_30,gemma_depth_prompted,pintu,Pintu,True,tengah,kanan,False,jauh,jauh,True,no,True,kesalahan_model_posisi,,14675,Tampak interior ruangan indoor dengan lantai keramik putih dan pintu kayu gelap di sisi kanan. Area kiri terlihat relatif lapang dan terbuka. Area bawah-kanan tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kiri tampak relatif lebih lapang.
indoor_014.webp,original_30,gemma_only,bantal lantai,Area lantai dan perabotan,False,kiri,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,11606,"Gambar menunjukkan interior ruangan dengan lantai keramik putih. Beberapa barang seperti tas, selimut, dan koper tergeletak di lantai di sekitar bangku kayu."
indoor_014.webp,original_30,depth_only,bantal lantai,,False,kiri,,True,dekat,dekat,True,yes,True,berhasil,,1614,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_014.webp,original_30,gemma_depth,bantal lantai,Area lantai dan perabotan,False,kiri,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,11637,"Gambar menunjukkan interior ruangan dengan lantai keramik putih. Beberapa barang seperti tas, selimut, dan koper tertata di lantai di sekitar bangku kayu. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_014.webp,original_30,gemma_depth_prompted,bantal lantai,Perabotan dan barang di lantai,False,kiri,tengah-kiri,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,14722,Tampak sekelompok barang dan bangku kayu berada di area tengah-kiri ruangan. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan saat melihat lebih jauh. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang.
indoor_015.webp,original_30,gemma_only,koper,Koper dan sepatu,True,kiri,depan,False,sedang,,,no,,kesalahan_model_posisi,,9846,Gambar menunjukkan beberapa koper dan sepasang sepatu yang diletakkan di lantai dekat dinding. Terdapat juga tirai hijau yang tergantung di dinding sebelah kanan.
indoor_015.webp,original_30,depth_only,koper,,False,kiri,,True,sedang,sedang,True,no,True,berhasil,,1697,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_015.webp,original_30,gemma_depth,koper,Koper dan sepatu,True,kiri,depan,True,sedang,sedang,True,no,True,berhasil,,12040,"Gambar menunjukkan interior ruangan dengan lantai keramik putih dan dinding berwarna krem. Beberapa koper dan sepasang sepatu diletakkan di lantai dekat dinding, sementara tirai hijau tergantung di sisi kanan. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_015.webp,original_30,gemma_depth_prompted,koper,koper dan sepatu,True,kiri,tengah|bawah,True,sedang,sedang,True,no,True,berhasil,,13336,"Koper hitam dan beberapa pasang sepatu tertata di lantai, dengan area depan yang relatif lapang di sebelah kanan. Area tengah-kiri tampak sebagai region terdekat dengan jarak sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_016.webp,original_30,gemma_only,lemari plastik,rak kayu,False,kanan,tengah,False,dekat,,,yes,,kesalahan_model_objek+kesalahan_model_posisi,,10733,Gambar menunjukkan sebuah rak kayu besar berwarna biru yang dipenuhi bingkai foto. Rak ini berdiri di dinding ruangan dengan sepotong seprai terlihat di bagian bawah kiri.
indoor_016.webp,original_30,depth_only,lemari plastik,,False,kanan,,True,dekat,dekat,True,yes,True,berhasil,,1644,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_016.webp,original_30,gemma_depth,lemari plastik,lemari pajangan dan tempat tidur,False,kanan,tengah|kanan,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,12091,"Gambar menunjukkan sebuah lemari pajangan kayu besar yang dipenuhi bingkai foto bergambar karakter. Di bagian bawah terdapat kasur atau tempat tidur dengan pola hitam putih. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_016.webp,original_30,gemma_depth_prompted,lemari plastik,rak dinding kayu,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,14292,"Rak dinding kayu yang berisi bingkai gambar terlihat di tengah, dengan area depan yang berpotensi menjadi halangan visual. Di bagian bawah terdapat tempat tidur dengan pola hitam putih. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_017.webp,original_30,gemma_only,meja kerja,Setup meja kerja,True,kanan,tengah,False,dekat,,,yes,,kesalahan_model_posisi,,9048,Gambar menunjukkan setup meja kerja indoor dengan beberapa monitor komputer dan mikrofon yang diletakkan di atas permukaan meja. Terdapat kabel-kabel yang terhampar di sekitar peralatan tersebut.
indoor_017.webp,original_30,depth_only,meja kerja,,False,kanan,,True,dekat,dekat,True,yes,True,berhasil,,1697,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
